text,textLen,wordCount,features,scaledFeatures,tokenizedWordsString
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Well, I’d hardly finished the first verse,” said the Hatter, “when the",71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[“well,, i’d, hardly, finished, the, first, verse,”, said, the, hatter,, “when, the]"
"Queen jumped up and bawled out, ‘He’s murdering the time! Off with his",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[queen, jumped, up, and, bawled, out,, ‘he’s, murdering, the, time!, off, with, his]"
head!’”,7,1,"[7.0,1.0]","[-1.2089734333296231,-1.3271614114858743]",[head!’”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“How dreadfully savage!” exclaimed Alice.,41,5,"[41.0,5.0]","[-0.05490821278592884,-0.5992789370274886]","[“how, dreadfully, savage!”, exclaimed, alice.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“And ever since that,” the Hatter went on in a mournful tone, “he won’t",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[“and, ever, since, that,”, the, hatter, went, on, in, a, mournful, tone,, “he, won’t]"
do a thing I ask! It’s always six o’clock now.”,47,10,"[47.0,10.0]","[0.14875035554531132,0.31057415604549354]","[do, a, thing, i, ask!, it’s, always, six, o’clock, now.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
A bright idea came into Alice’s head. “Is that the reason so many,65,13,"[65.0,13.0]","[0.7597260605390318,0.8564860118892829]","[a, bright, idea, came, into, alice’s, head., “is, that, the, reason, so, many]"
tea-things are put out here?” she asked.,40,7,"[40.0,7.0]","[-0.08885130750780221,-0.23533769979829575]","[tea-things, are, put, out, here?”, she, asked.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Yes, that’s it,” said the Hatter with a sigh: “it’s always tea-time,",69,12,"[69.0,12.0]","[0.8954984394265252,0.6745153932746865]","[“yes,, that’s, it,”, said, the, hatter, with, a, sigh:, “it’s, always, tea-time,]"
and we’ve no time to wash the things between whiles.”,53,10,"[53.0,10.0]","[0.3524089238765515,0.31057415604549354]","[and, we’ve, no, time, to, wash, the, things, between, whiles.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Then you keep moving round, I suppose?” said Alice.",52,9,"[52.0,9.0]","[0.31846582915467814,0.1286035374308971]","[“then, you, keep, moving, round,, i, suppose?”, said, alice.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Exactly so,” said the Hatter: “as the things get used up.”",59,11,"[59.0,11.0]","[0.5560674922077916,0.49254477466009]","[“exactly, so,”, said, the, hatter:, “as, the, things, get, used, up.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“But what happens when you come to the beginning again?” Alice ventured,71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[“but, what, happens, when, you, come, to, the, beginning, again?”, alice, ventured]"
to ask.,7,2,"[7.0,2.0]","[-1.2089734333296231,-1.145190792871278]","[to, ask.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Suppose we change the subject,” the March Hare interrupted, yawning.",69,10,"[69.0,10.0]","[0.8954984394265252,0.31057415604549354]","[“suppose, we, change, the, subject,”, the, march, hare, interrupted,, yawning.]"
“I’m getting tired of this. I vote the young lady tells us a story.”,68,14,"[68.0,14.0]","[0.8615553447046519,1.0384566305038794]","[“i’m, getting, tired, of, this., i, vote, the, young, lady, tells, us, a, story.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“I’m afraid I don’t know one,” said Alice, rather alarmed at the",64,12,"[64.0,12.0]","[0.7257829658171584,0.6745153932746865]","[“i’m, afraid, i, don’t, know, one,”, said, alice,, rather, alarmed, at, the]"
proposal.,9,1,"[9.0,1.0]","[-1.1410872438858763,-1.3271614114858743]",[proposal.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Then the Dormouse shall!” they both cried. “Wake up, Dormouse!” And",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[“then, the, dormouse, shall!”, they, both, cried., “wake, up,, dormouse!”, and]"
they pinched it on both sides at once.,38,8,"[38.0,8.0]","[-0.15673749695154893,-0.053367081183699316]","[they, pinched, it, on, both, sides, at, once.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"The Dormouse slowly opened his eyes. “I wasn’t asleep,” he said in a",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[the, dormouse, slowly, opened, his, eyes., “i, wasn’t, asleep,”, he, said, in, a]"
"hoarse, feeble voice: “I heard every word you fellows were saying.”",67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[hoarse,, feeble, voice:, “i, heard, every, word, you, fellows, were, saying.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“Tell us a story!” said the March Hare.,39,8,"[39.0,8.0]","[-0.12279440222967557,-0.053367081183699316]","[“tell, us, a, story!”, said, the, march, hare.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Yes, please do!” pleaded Alice.",32,5,"[32.0,5.0]","[-0.36039606528278906,-0.5992789370274886]","[“yes,, please, do!”, pleaded, alice.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“And be quick about it,” added the Hatter, “or you’ll be asleep again",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[“and, be, quick, about, it,”, added, the, hatter,, “or, you’ll, be, asleep, again]"
before it’s done.”,18,3,"[18.0,3.0]","[-0.8355993913890161,-0.9632201742566815]","[before, it’s, done.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Once upon a time there were three little sisters,” the Dormouse began",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[“once, upon, a, time, there, were, three, little, sisters,”, the, dormouse, began]"
"in a great hurry; “and their names were Elsie, Lacie, and Tillie; and",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[in, a, great, hurry;, “and, their, names, were, elsie,, lacie,, and, tillie;, and]"
they lived at the bottom of a well—”,36,8,"[36.0,8.0]","[-0.22462368639529565,-0.053367081183699316]","[they, lived, at, the, bottom, of, a, well—”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“What did they live on?” said Alice, who always took a great interest",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[“what, did, they, live, on?”, said, alice,, who, always, took, a, great, interest]"
in questions of eating and drinking.,36,6,"[36.0,6.0]","[-0.22462368639529565,-0.4173083184128922]","[in, questions, of, eating, and, drinking.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“They lived on treacle,” said the Dormouse, after thinking a minute or",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[“they, lived, on, treacle,”, said, the, dormouse,, after, thinking, a, minute, or]"
two.,4,1,"[4.0,1.0]","[-1.3108027174952432,-1.3271614114858743]",[two.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“They couldn’t have done that, you know,” Alice gently remarked;",64,10,"[64.0,10.0]","[0.7257829658171584,0.31057415604549354]","[“they, couldn’t, have, done, that,, you, know,”, alice, gently, remarked;]"
“they’d have been ill.”,23,4,"[23.0,4.0]","[-0.6658839177796493,-0.781249555642085]","[“they’d, have, been, ill.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“So they were,” said the Dormouse; “_very_ ill.”",48,8,"[48.0,8.0]","[0.18269345026718467,-0.053367081183699316]","[“so, they, were,”, said, the, dormouse;, “_very_, ill.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
Alice tried to fancy to herself what such an extraordinary ways of,66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[alice, tried, to, fancy, to, herself, what, such, an, extraordinary, ways, of]"
"living would be like, but it puzzled her too much, so she went on: “But",71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[living, would, be, like,, but, it, puzzled, her, too, much,, so, she, went, on:, “but]"
why did they live at the bottom of a well?”,43,10,"[43.0,10.0]","[0.012977976657817879,0.31057415604549354]","[why, did, they, live, at, the, bottom, of, a, well?”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Take some more tea,” the March Hare said to Alice, very earnestly.",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[“take, some, more, tea,”, the, march, hare, said, to, alice,, very, earnestly.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“I’ve had nothing yet,” Alice replied in an offended tone, “so I can’t",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[“i’ve, had, nothing, yet,”, alice, replied, in, an, offended, tone,, “so, i, can’t]"
take more.”,11,2,"[11.0,2.0]","[-1.0732010544421295,-1.145190792871278]","[take, more.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“You mean you can’t take _less_,” said the Hatter: “it’s very easy to",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[“you, mean, you, can’t, take, _less_,”, said, the, hatter:, “it’s, very, easy, to]"
take _more_ than nothing.”,26,4,"[26.0,4.0]","[-0.5640546336140292,-0.781249555642085]","[take, _more_, than, nothing.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Nobody asked _your_ opinion,” said Alice.",42,6,"[42.0,6.0]","[-0.02096511806405548,-0.4173083184128922]","[“nobody, asked, _your_, opinion,”, said, alice.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“Who’s making personal remarks now?” the Hatter asked triumphantly.,67,9,"[67.0,9.0]","[0.8276122499827785,0.1286035374308971]","[“who’s, making, personal, remarks, now?”, the, hatter, asked, triumphantly.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
Alice did not quite know what to say to this: so she helped herself to,70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[alice, did, not, quite, know, what, to, say, to, this:, so, she, helped, herself, to]"
"some tea and bread-and-butter, and then turned to the Dormouse, and",67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[some, tea, and, bread-and-butter,, and, then, turned, to, the, dormouse,, and]"
repeated her question. “Why did they live at the bottom of a well?”,67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[repeated, her, question., “why, did, they, live, at, the, bottom, of, a, well?”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"The Dormouse again took a minute or two to think about it, and then",67,14,"[67.0,14.0]","[0.8276122499827785,1.0384566305038794]","[the, dormouse, again, took, a, minute, or, two, to, think, about, it,, and, then]"
"said, “It was a treacle-well.”",30,5,"[30.0,5.0]","[-0.4282822547265358,-0.5992789370274886]","[said,, “it, was, a, treacle-well.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“There’s no such thing!” Alice was beginning very angrily, but the",66,11,"[66.0,11.0]","[0.7936691552609052,0.49254477466009]","[“there’s, no, such, thing!”, alice, was, beginning, very, angrily,, but, the]"
Hatter and the March Hare went “Sh! sh!” and the Dormouse sulkily,65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[hatter, and, the, march, hare, went, “sh!, sh!”, and, the, dormouse, sulkily]"
"remarked, “If you can’t be civil, you’d better finish the story for",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[remarked,, “if, you, can’t, be, civil,, you’d, better, finish, the, story, for]"
yourself.”,10,1,"[10.0,1.0]","[-1.107144149164003,-1.3271614114858743]",[yourself.”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“No, please go on!” Alice said very humbly; “I won’t interrupt again. I",71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[“no,, please, go, on!”, alice, said, very, humbly;, “i, won’t, interrupt, again., i]"
dare say there may be _one_.”,29,6,"[29.0,6.0]","[-0.46222534944840915,-0.4173083184128922]","[dare, say, there, may, be, _one_.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“One, indeed!” said the Dormouse indignantly. However, he consented to",70,10,"[70.0,10.0]","[0.9294415341483986,0.31057415604549354]","[“one,, indeed!”, said, the, dormouse, indignantly., however,, he, consented, to]"
"go on. “And so these three little sisters—they were learning to draw,",69,12,"[69.0,12.0]","[0.8954984394265252,0.6745153932746865]","[go, on., “and, so, these, three, little, sisters—they, were, learning, to, draw,]"
you know—”,10,2,"[10.0,2.0]","[-1.107144149164003,-1.145190792871278]","[you, know—”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“What did they draw?” said Alice, quite forgetting her promise.",63,10,"[63.0,10.0]","[0.6918398710952851,0.31057415604549354]","[“what, did, they, draw?”, said, alice,, quite, forgetting, her, promise.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Treacle,” said the Dormouse, without considering at all this time.",67,10,"[67.0,10.0]","[0.8276122499827785,0.31057415604549354]","[“treacle,”, said, the, dormouse,, without, considering, at, all, this, time.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“I want a clean cup,” interrupted the Hatter: “let’s all move one place",71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[“i, want, a, clean, cup,”, interrupted, the, hatter:, “let’s, all, move, one, place]"
on.”,4,1,"[4.0,1.0]","[-1.3108027174952432,-1.3271614114858743]",[on.”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"He moved on as he spoke, and the Dormouse followed him: the March Hare",70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[he, moved, on, as, he, spoke,, and, the, dormouse, followed, him:, the, march, hare]"
"moved into the Dormouse’s place, and Alice rather unwillingly took the",70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[moved, into, the, dormouse’s, place,, and, alice, rather, unwillingly, took, the]"
place of the March Hare. The Hatter was the only one who got any,64,14,"[64.0,14.0]","[0.7257829658171584,1.0384566305038794]","[place, of, the, march, hare., the, hatter, was, the, only, one, who, got, any]"
advantage from the change: and Alice was a good deal worse off than,67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[advantage, from, the, change:, and, alice, was, a, good, deal, worse, off, than]"
"before, as the March Hare had just upset the milk-jug into his plate.",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[before,, as, the, march, hare, had, just, upset, the, milk-jug, into, his, plate.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"Alice did not wish to offend the Dormouse again, so she began very",66,13,"[66.0,13.0]","[0.7936691552609052,0.8564860118892829]","[alice, did, not, wish, to, offend, the, dormouse, again,, so, she, began, very]"
cautiously: “But I don’t understand. Where did they draw the treacle,68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[cautiously:, “but, i, don’t, understand., where, did, they, draw, the, treacle]"
from?”,6,1,"[6.0,1.0]","[-1.2429165280514964,-1.3271614114858743]",[from?”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“You can draw water out of a water-well,” said the Hatter; “so I should",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[“you, can, draw, water, out, of, a, water-well,”, said, the, hatter;, “so, i, should]"
"think you could draw treacle out of a treacle-well—eh, stupid?”",63,10,"[63.0,10.0]","[0.6918398710952851,0.31057415604549354]","[think, you, could, draw, treacle, out, of, a, treacle-well—eh,, stupid?”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“But they were _in_ the well,” Alice said to the Dormouse, not choosing",71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[“but, they, were, _in_, the, well,”, alice, said, to, the, dormouse,, not, choosing]"
to notice this last remark.,27,5,"[27.0,5.0]","[-0.5301115388921559,-0.5992789370274886]","[to, notice, this, last, remark.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Of course they were,” said the Dormouse; “—well in.”",53,9,"[53.0,9.0]","[0.3524089238765515,0.1286035374308971]","[“of, course, they, were,”, said, the, dormouse;, “—well, in.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"This answer so confused poor Alice, that she let the Dormouse go on for",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[this, answer, so, confused, poor, alice,, that, she, let, the, dormouse, go, on, for]"
some time without interrupting it.,34,5,"[34.0,5.0]","[-0.29250987583904237,-0.5992789370274886]","[some, time, without, interrupting, it.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“They were learning to draw,” the Dormouse went on, yawning and rubbing",71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[“they, were, learning, to, draw,”, the, dormouse, went, on,, yawning, and, rubbing]"
"its eyes, for it was getting very sleepy; “and they drew all manner of",70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[its, eyes,, for, it, was, getting, very, sleepy;, “and, they, drew, all, manner, of]"
things—everything that begins with an M—”,41,6,"[41.0,6.0]","[-0.05490821278592884,-0.4173083184128922]","[things—everything, that, begins, with, an, m—”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“Why with an M?” said Alice.,28,6,"[28.0,6.0]","[-0.4961684441702825,-0.4173083184128922]","[“why, with, an, m?”, said, alice.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“Why not?” said the March Hare.,31,6,"[31.0,6.0]","[-0.39433916000466246,-0.4173083184128922]","[“why, not?”, said, the, march, hare.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
Alice was silent.,17,3,"[17.0,3.0]","[-0.8695424861108895,-0.9632201742566815]","[alice, was, silent.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"The Dormouse had closed its eyes by this time, and was going off into a",71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[the, dormouse, had, closed, its, eyes, by, this, time,, and, was, going, off, into, a]"
"doze; but, on being pinched by the Hatter, it woke up again with a",66,14,"[66.0,14.0]","[0.7936691552609052,1.0384566305038794]","[doze;, but,, on, being, pinched, by, the, hatter,, it, woke, up, again, with, a]"
"little shriek, and went on: “—that begins with an M, such as",60,12,"[60.0,12.0]","[0.590010586929665,0.6745153932746865]","[little, shriek,, and, went, on:, “—that, begins, with, an, m,, such, as]"
"mouse-traps, and the moon, and memory, and muchness—you know you say",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[mouse-traps,, and, the, moon,, and, memory,, and, muchness—you, know, you, say]"
things are “much of a muchness”—did you ever see such a thing as a,66,14,"[66.0,14.0]","[0.7936691552609052,1.0384566305038794]","[things, are, “much, of, a, muchness”—did, you, ever, see, such, a, thing, as, a]"
drawing of a muchness?”,23,4,"[23.0,4.0]","[-0.6658839177796493,-0.781249555642085]","[drawing, of, a, muchness?”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Really, now you ask me,” said Alice, very much confused, “I don’t",66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[“really,, now, you, ask, me,”, said, alice,, very, much, confused,, “i, don’t]"
think—”,7,1,"[7.0,1.0]","[-1.2089734333296231,-1.3271614114858743]",[think—”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Then you shouldn’t talk,” said the Hatter.",43,7,"[43.0,7.0]","[0.012977976657817879,-0.23533769979829575]","[“then, you, shouldn’t, talk,”, said, the, hatter.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
This piece of rudeness was more than Alice could bear: she got up in,68,14,"[68.0,14.0]","[0.8615553447046519,1.0384566305038794]","[this, piece, of, rudeness, was, more, than, alice, could, bear:, she, got, up, in]"
"great disgust, and walked off; the Dormouse fell asleep instantly, and",70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[great, disgust,, and, walked, off;, the, dormouse, fell, asleep, instantly,, and]"
"neither of the others took the least notice of her going, though she",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[neither, of, the, others, took, the, least, notice, of, her, going,, though, she]"
"looked back once or twice, half hoping that they would call after her:",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[looked, back, once, or, twice,, half, hoping, that, they, would, call, after, her:]"
"the last time she saw them, they were trying to put the Dormouse into",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[the, last, time, she, saw, them,, they, were, trying, to, put, the, dormouse, into]"
the teapot.,11,2,"[11.0,2.0]","[-1.0732010544421295,-1.145190792871278]","[the, teapot.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“At any rate I’ll never go _there_ again!” said Alice as she picked her,71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[“at, any, rate, i’ll, never, go, _there_, again!”, said, alice, as, she, picked, her]"
way through the wood. “It’s the stupidest tea-party I ever was at in,68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[way, through, the, wood., “it’s, the, stupidest, tea-party, i, ever, was, at, in]"
all my life!”,13,3,"[13.0,3.0]","[-1.005314864998383,-0.9632201742566815]","[all, my, life!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"Just as she said this, she noticed that one of the trees had a door",67,15,"[67.0,15.0]","[0.8276122499827785,1.2204272491184758]","[just, as, she, said, this,, she, noticed, that, one, of, the, trees, had, a, door]"
leading right into it. “That’s very curious!” she thought. “But,63,10,"[63.0,10.0]","[0.6918398710952851,0.31057415604549354]","[leading, right, into, it., “that’s, very, curious!”, she, thought., “but]"
everything’s curious today. I think I may as well go in at once.” And,69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[everything’s, curious, today., i, think, i, may, as, well, go, in, at, once.”, and]"
in she went.,12,3,"[12.0,3.0]","[-1.0392579597202563,-0.9632201742566815]","[in, she, went.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"Once more she found herself in the long hall, and close to the little",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[once, more, she, found, herself, in, the, long, hall,, and, close, to, the, little]"
"glass table. “Now, I’ll manage better this time,” she said to herself,",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[glass, table., “now,, i’ll, manage, better, this, time,”, she, said, to, herself,]"
"and began by taking the little golden key, and unlocking the door that",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[and, began, by, taking, the, little, golden, key,, and, unlocking, the, door, that]"
led into the garden. Then she went to work nibbling at the mushroom,67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[led, into, the, garden., then, she, went, to, work, nibbling, at, the, mushroom]"
(she had kept a piece of it in her pocket) till she was about a foot,68,16,"[68.0,16.0]","[0.8615553447046519,1.4023978677330722]","[(she, had, kept, a, piece, of, it, in, her, pocket), till, she, was, about, a, foot]"
high: then she walked down the little passage: and _then_—she found,67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[high:, then, she, walked, down, the, little, passage:, and, _then_—she, found]"
"herself at last in the beautiful garden, among the bright flower-beds",69,11,"[69.0,11.0]","[0.8954984394265252,0.49254477466009]","[herself, at, last, in, the, beautiful, garden,, among, the, bright, flower-beds]"
and the cool fountains.,23,4,"[23.0,4.0]","[-0.6658839177796493,-0.781249555642085]","[and, the, cool, fountains.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
CHAPTER VIII.,13,2,"[13.0,2.0]","[-1.005314864998383,-1.145190792871278]","[chapter, viii.]"
The Queen’s Croquet-Ground,26,3,"[26.0,3.0]","[-0.5640546336140292,-0.9632201742566815]","[the, queen’s, croquet-ground]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
A large rose-tree stood near the entrance of the garden: the roses,66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[a, large, rose-tree, stood, near, the, entrance, of, the, garden:, the, roses]"
"growing on it were white, but there were three gardeners at it, busily",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[growing, on, it, were, white,, but, there, were, three, gardeners, at, it,, busily]"
"painting them red. Alice thought this a very curious thing, and she",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[painting, them, red., alice, thought, this, a, very, curious, thing,, and, she]"
"went nearer to watch them, and just as she came up to them she heard",68,15,"[68.0,15.0]","[0.8615553447046519,1.2204272491184758]","[went, nearer, to, watch, them,, and, just, as, she, came, up, to, them, she, heard]"
"one of them say, “Look out now, Five! Don’t go splashing paint over me",70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[one, of, them, say,, “look, out, now,, five!, don’t, go, splashing, paint, over, me]"
like that!”,11,2,"[11.0,2.0]","[-1.0732010544421295,-1.145190792871278]","[like, that!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“I couldn’t help it,” said Five, in a sulky tone; “Seven jogged my",66,13,"[66.0,13.0]","[0.7936691552609052,0.8564860118892829]","[“i, couldn’t, help, it,”, said, five,, in, a, sulky, tone;, “seven, jogged, my]"
elbow.”,7,1,"[7.0,1.0]","[-1.2089734333296231,-1.3271614114858743]",[elbow.”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"On which Seven looked up and said, “That’s right, Five! Always lay the",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[on, which, seven, looked, up, and, said,, “that’s, right,, five!, always, lay, the]"
blame on others!”,17,3,"[17.0,3.0]","[-0.8695424861108895,-0.9632201742566815]","[blame, on, others!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“_You’d_ better not talk!” said Five. “I heard the Queen say only,65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[“_you’d_, better, not, talk!”, said, five., “i, heard, the, queen, say, only]"
yesterday you deserved to be beheaded!”,39,6,"[39.0,6.0]","[-0.12279440222967557,-0.4173083184128922]","[yesterday, you, deserved, to, be, beheaded!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“What for?” said the one who had spoken first.,46,9,"[46.0,9.0]","[0.11480726082343795,0.1286035374308971]","[“what, for?”, said, the, one, who, had, spoken, first.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
